data/admin/VGD_Oesterreich_gen_50_20221002/VGD_50_generalisiert.cpg	5	102354979	2	3ad3031f5503a4404af825262ee8232cc04d4ea6683d42c5dd0a2f2a27ac9824
data/admin/VGD_Oesterreich_gen_50_20221002/VGD_50_generalisiert.dbf	3431060	102354982	2	1371e1e488860f16f0175f411a8b2ed726407b5d7a93ecd575a711efed0099b2
data/admin/VGD_Oesterreich_gen_50_20221002/VGD_50_generalisiert.prj	458	102354978	2	0a4b5829ac12611b2c088c7a4df54ae79706c63df7a5c3f8b2ba4a5e7d5e6334
data/admin/VGD_Oesterreich_gen_50_20221002/VGD_50_generalisiert.shp	17976440	102354980	2	81226b55ea4a4febaf4a260f9600ce590fc4662a6f593ecb8602730679c66366
data/admin/VGD_Oesterreich_gen_50_20221002/VGD_50_generalisiert.shx	62900	102354981	2	d4ce007df770237b8cd1ed967dd6e479c73794b371b851eba6886deea79659d6
data/adressen/ADRESSE.csv	325884343	126677211	2	74571373e9401abb99ee3704e755d8918b101abb29a278ec6c6f01b1d038acba
data/adressen/Adresse_Relationale_Tabellen_Stichtagsdaten_20251001.zip	97544705	126677145	2	2d76b0acb4f572e2ad89a5a0048035f0b399b75e916a37cd9825216e871a1636
data/adressen/Aktualitaetsstand.txt	186	126677216	2	bd3f242f19d788a295530de993f4b05ba403a2234fa55d8128596173945239d2
data/adressen/adressen_31287.parquet	41855569	139716806	1	133332d1464d0b192e6c38b2525c193d3159294c24112d7830ef30eeb8f352a0
data/adressen/bev_gebaeude_31287.parquet	42495492	139716807	1	72fc4d0a56916bd5b15efe60208b6b953e434379219a63aca699136c9b07d2d8
data/gelaende/AUT_power-density_150m.tif	6959811	102395667	2	8f631a596a1d894cceddd060f7ccf5787c2419664ee842282ce02ed94ad1213a
data/gelaende/DGM_R25.tif	786013673	102459923	2	ab8180564115e10bd5168ab7228e6f7c59bc99be95a5cec50f8e8179a98a9614
data/kataster/BEV_DKM_DXF_Symbole_V2.6.csv	6865	114761964	2	d9c599b0a09c1984ea61519dd8a37e3617451dc31e8bf38c91c5972c5b8fb461
data/kataster/KAT_DKM_Burgenland_SHP_20210401.zip	827247204	114951285	2	a89ea6d6d172533cbe5c80c86e4b8637cd5a3c3d2c55b2819d959f4a5dffd457
data/kataster/KAT_DKM_Kaernten_SHP_20221001.zip	896892073	114926540	2	1264fbb87dde059c30875153556357f42819190050a373638d7f1a64d70ab945
data/kataster/KAT_DKM_Niederoesterreich_DXF_20230401.zip	1452310808	114612994	2	81ffb403d1a6127f69cbfa8b4fc10fffcbace86c82e2e0720a711188dc69e0b9
